created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url;actual_sentiment
Wed Jan 17 16:45:27 +0000 2024;1,74766E+18;4. Keputusan KPU Nomor 28 Tahun 2024 tentang Perubahan atas Keputusan Komisi Pemilihan Umum Nomor 1706 Tahun 2023 tentang Penetapan Stasiun Televisi dan Radio Penyiaran Debat Calon Presiden dan Wakil Presiden Pemilihan Umum Tahun 2024 Link : https://t.co/XUgJvOiD9r https://t.co/DujKHOJ3QW;0;1;0;0;in;9,83941E+17;1,74766E+18;JDIHKPU_RI;https://twitter.com/JDIHKPU_RI/status/1747661420043657415;Neutral
Wed Jan 17 13:35:03 +0000 2024;1,74761E+18;Debat Keempat Pemilihan Presiden (Pilpres) 2024 di JCC Senayan, Jakarta, Minggu (21/1/2024) untuk pertama kalinya akan dipandu dua moderator perempuan, yaitu Retno https://t.co/2oYXLWpmUB;0;0;0;0;in;9,03229E+17;1,74761E+18;eradotid;https://twitter.com/eradotid/status/1747613503605948599;Neutral
Wed Jan 17 13:30:11 +0000 2024;1,74761E+18;Komisi Pemilihan Umum (KPU) RI telah mengumumkan 11 nama panelis yang akan bertugas dalam debat kelima Pemilihan Presiden (Pilpres) 2024. Mereka yang berasal dari berbagai latar belakang, termasuk akademisi dan praktisi masyarakat sipil.  https://t.co/rxjiLXdZV5 https://t.co/Pd9OU8AUjV;0;0;0;0;in;70600007;1,74761E+18;monitordaycom;https://twitter.com/monitordaycom/status/1747612280949441004;Neutral
Wed Jan 17 12:22:40 +0000 2024;1,7476E+18;Komisi Pemilihan Umum (KPU) RI mengumumkan 11 nama panelis debat keempat Pemilihan Presiden (Pilpres) 2024 yang bakal diikuti tiga calon wakil presiden di Jakarta Convention Center (JCC), Jakarta, pada Minggu (21/1).https://t.co/jNZZnSKXb1;0;0;0;0;in;423220305;1,7476E+18;ANTARABengkulu;https://twitter.com/ANTARABengkulu/status/1747595289509425341;Neutral
Wed Jan 17 11:46:54 +0000 2024;1,74759E+18;Calon wakil presiden nomor urut 1, Muhaimin Iskandar, mendapatkan kesempatan berbicara pertama saat menyampaikan visi-misi dalam debat keempat pemilihan presiden yang menjadi debat kedua cawapres pada Minggu, 21 Januari 2024. #MostUpdate1058 #ElectionUpdate #Pilpres2024 https://t.co/1j9WZyCwzW;0;0;0;0;in;85805755;1,74759E+18;most1058;https://twitter.com/most1058/status/1747586289346707593;Neutral
Wed Jan 17 10:50:03 +0000 2024;1,74757E+18;Debat keempat Pemilihan Presiden (Pilpres) 2024 di JCC Senayan, Jakarta, Minggu (21/1), untuk pertama kalinya dipandu dua moderator perempuan, yaitu Retno Pinasti (SCTV) dan Zilvia Iskandar (Metro TV).  https://t.co/99NYwJ0yZN;0;0;0;0;in;18071520;1,74757E+18;antaranews;https://twitter.com/antaranews/status/1747571982148014295;Neutral
Wed Jan 17 08:27:03 +0000 2024;1,74754E+18;Komisi Pemilihan Umum (KPU) RI menetapkan 11 panelis untuk debat keempat Pemilihan Presiden (Pilpres)  2024 yang akan berlangsung di Jakarta Conventio... https://t.co/QcekGZHbMY;0;0;0;0;in;46693036;1,74754E+18;inilahdotcom;https://twitter.com/inilahdotcom/status/1747535993786495096;Neutral
Tue Jan 16 11:16:59 +0000 2024;1,74722E+18;Calon wakil presiden (cawapres) Gibran Rakabuming Raka memilih irit bicara mengenai debat keempat Pemilihan Presiden (Pilpres) 2024 yang akan berlangsung, Minggu (21/1/2024). #gibranrakabumingraka #DebatCapres #Pilpres2024  https://t.co/sMKqJ06u7v;0;0;0;0;in;1,69858E+18;1,74722E+18;heralddotID;https://twitter.com/heralddotID/status/1747216370184671464;Positive
Tue Jan 16 10:47:27 +0000 2024;1,74721E+18;Presiden Rasa Tim Sukses : Sukses Manuver Politik Non Morality  Jokowi melakukan manuver yang gegabah dalam Pemilihan Presiden dan Wakil Presiden tahun 2024. Tindakan jokowi yang paska debat melakukan klarifikasi yang tentang debat kemarin.;0;3;3;13;in;1,02686E+18;1,74721E+18;AngriyanAgil;https://twitter.com/AngriyanAgil/status/1747208938649796901;Negative
Mon Jan 15 13:20:00 +0000 2024;1,74688E+18;Komisi Pemilihan Umum (KPU) memastikan, format pada debat keempat Pemilihan Presiden (Pilpres) 2024 tidak berubah.  Selengkapnya di https://t.co/iZZXiBxCLa  #majalahpeluang  #gagasandansolusibisnis  #peluangmediagroup https://t.co/047NVbUdiz;0;0;0;0;in;1,30046E+18;1,74688E+18;peluangnewsid;https://twitter.com/peluangnewsid/status/1746884943358386646;Neutral
Mon Jan 15 06:45:12 +0000 2024;1,74679E+18;Komisi Pemilihan Umum  (KPU) memastikan tidak akan mengubah format debat keempat Pilpres 2024.  Meski mendapat banyak masukan, termasuk dari Presiden Joko Widodo, KPU  tetap mempertahankan format yang sudah dijalankan sebelumnya.   Sumber: https://t.co/PfgLdZjc9I;0;0;0;0;in;68930552;1,74679E+18;mediaindonesia;https://twitter.com/mediaindonesia/status/1746785586546172205;Positive
Mon Jan 15 01:54:09 +0000 2024;1,74671E+18;Calon wakil presiden (cawapres) nomor urut 3 Mahfud MD tak gentar apabila isu Wadas diangkat dalam debat keempat Pemilihan Presiden (Pilpres) 2024 pad... https://t.co/4h8UzsI8Kf;0;0;1;1;in;46693036;1,74671E+18;inilahdotcom;https://twitter.com/inilahdotcom/status/1746712344150020377;Positive
Sun Jan 14 14:04:35 +0000 2024;1,74653E+18;"Sandiaga Uno menyebut suara pasangan Ganjar Pranowo-Mahfud MD rebound"" usai debat pemilihan presiden (pilpres) ketiga pada Minggu (14/1/2024) lalu. https://t.co/xnXltXnmMU""";0;0;0;7;in;23343960;1,74653E+18;kompascom;https://twitter.com/kompascom/status/1746533772294783089;Positive
Sun Jan 14 11:22:12 +0000 2024;1,74649E+18;Komisi Pemilihan Umum (KPU) kembali akan menyelenggarakan debat ke-4 Pemilihan Presiden (Pilpres) 2024. https://t.co/VWQYcZxD0l;0;0;0;0;in;1,71251E+18;1,74649E+18;yunike45;https://twitter.com/yunike45/status/1746492908302479754;Neutral
Fri Jan 12 07:29:27 +0000 2024;1,74571E+18;Dahsyatnya Ganjar Effect Usai Debat Kedua  @ganjarpranowo, unggul dari capres nomor urut 2 Prabowo Subianto dalam debat ketiga Pemilihan Presiden (Pilpres) 2024 pada Minggu (7/1/2024).  Ganjar mampu menjelaskan gagasannya secara jelas dan spesifik serta tampil dengan percaya… https://t.co/dq2pBcsHLF;3;321;237;518;in;435004096;1,74571E+18;Aryprasetyo85;https://twitter.com/Aryprasetyo85/status/1745709561229738280;Positive
Thu Jan 11 12:37:49 +0000 2024;1,74542E+18;Satu bulan jelang masa tenang, kontestasi pemilihan presiden 2024 terasa kian memanas. Kondisi semakin tegang pasca terselenggaranya debat ketiga calon presiden. Netralitas Presiden Joko Widodo @jokowi pun dipertanyakan.  Apa betul Presiden bersikap tidak netral? Seberapa besar… https://t.co/SjE07kVhBp;0;0;0;0;in;9,02838E+17;1,74542E+18;medcom_id;https://twitter.com/medcom_id/status/1745424776473334080;Neutral
Thu Jan 11 12:34:37 +0000 2024;1,74542E+18;Pesan terbuka utk P.Anies Baswedan: Pak Anies Ysh, dlm pemilihan presiden RI di 2024 ada 3 pasangan calon. Sy mencermati bhw Bapak sll fokus pd 02 &amp  lembut pd 03. Dampaknya, pd debat kemarin 03 yg dpt nama &amp  Bapak dilapotkan ke Bawaslu. Ingat Pak, tdk ada pertemanan dlm politik.;0;0;0;0;in;1,18031E+18;1,74542E+18;EyangSepuh14;https://twitter.com/EyangSepuh14/status/1745423971498209681;Negative
Thu Jan 11 10:41:26 +0000 2024;1,7454E+18;Usulan Joko Widodo agar format debat Pemilihan Presiden 2024 diubah, usai menyaksikan debat ketiga pada Minggu lalu, dipertanyakan. Sikap presiden dinilai kurang etis bahkan terkesan memberikan dukungan terhadap salah satu pasangan calon yang ikut dalam kontestasi Pilpres 2024.… https://t.co/DBWOcQKmU1;0;6;13;21;in;2695463725;1,7454E+18;triwul82;https://twitter.com/triwul82/status/1745395486524338331;Negative
Thu Jan 11 03:46:50 +0000 2024;1,74529E+18;Ketua Komisi Pemilihan Umum (KPU), Hasyim Asy’ari, tidak akan mengubah format debat keempat dan kelima Pilpres 2024 meski dikritik Presiden Jokowi. https://t.co/8WTDJ459R6;1;3;19;96;in;8,29367E+17;1,74529E+18;asumsico;https://twitter.com/asumsico/status/1745291150100160703;Neutral
Wed Jan 10 13:38:14 +0000 2024;1,74508E+18;"Keren kali ya klo topik sempronya nanti  Analisis Yuridis terhadap Fenomena Menangisi Calon Presiden Pasca Debat Presiden dalam Gelaran Pemilihan Presiden 2024""  Awowkkwkwk nanti gw suruh ortu sama temen nangis klo gw diserang dosen penguji""";0;2;0;0;in;1,36277E+18;1,74508E+18;puntenmaseh;https://twitter.com/puntenmaseh/status/1745077593219420379;Negative
Wed Jan 10 12:04:16 +0000 2024;1,74505E+18;Setara Institute menilai ketiga capres, yakni Anies Baswedan, Prabowo Subianto dan Ganjar Pranowo mengabaikan isu krusial tentang reformasi TNI dan sektor keamanan dalam Debat Ketiga Pemilihan Presiden (Pilpres) pada 7 Januari 2024 malam lalu  https://t.co/gFdK3GlP2n;0;0;0;0;in;9,4061E+17;1,74505E+18;rienewsdotcom;https://twitter.com/rienewsdotcom/status/1745053946237129100;Positive
Wed Jan 10 08:57:04 +0000 2024;1,74501E+18;Presiden Jokowi meminta format debat Pilpres 2024 dibuat lebih baik lagi. Cawapres nomor urut 3, Mahfud MD menyerahkan pada Komisi Pemilihan Umum (KPU).  #IDNTimesJogja #GenZMemilih   https://t.co/sJYeqwdPv2 https://t.co/9zvzc3FFLM;0;0;1;1;in;1,31889E+18;1,74501E+18;IDNTimesJogja;https://twitter.com/IDNTimesJogja/status/1745006835076076023;Neutral
Wed Jan 10 05:58:24 +0000 2024;1,74496E+18;Debat Pemilihan Presiden dan Wakil Presiden Sudah Berlangsung 3 Kali, Apa Yang Bisa di Ambil Masyarakat Dari ke 3 Debat Tersebut  Simak Getar Pemilu 2024, pada Rabu, 10 Januari 2024, pukul 13.00 WIB  Bersama : Koordinator Divisi Humas, Data dan Informasi Bawaslu Jawa Tengah, Drs… https://t.co/IFPwEiJlYE;0;0;0;0;in;121640063;1,74496E+18;RadioElshinta;https://twitter.com/RadioElshinta/status/1744961870015144051;Neutral
Wed Jan 10 05:43:18 +0000 2024;1,74496E+18;dalam debat calon presiden peserta Pemilihan Umum Presiden dan Wakil Presiden 2024-2029 di Istora Senayan, Jakarta, Minggu (7/1/2024).  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;0;1;0;0;in;3655312633;1,74496E+18;manaf_ramli;https://twitter.com/manaf_ramli/status/1744958072555274688;Neutral
Wed Jan 10 04:56:21 +0000 2024;1,74495E+18;dalam debat calon presiden peserta Pemilihan Umum Presiden dan Wakil Presiden 2024-2029 di Istora Senayan, Jakarta, Minggu (7/1/2024).  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;0;1;0;0;in;3655312633;1,74495E+18;manaf_ramli;https://twitter.com/manaf_ramli/status/1744946255179161734;Neutral
Wed Jan 10 04:51:33 +0000 2024;1,74495E+18;dalam debat calon presiden peserta Pemilihan Umum Presiden dan Wakil Presiden 2024-2029 di Istora Senayan, Jakarta, Minggu (7/1/2024).  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;0;1;0;0;in;3655312633;1,74495E+18;manaf_ramli;https://twitter.com/manaf_ramli/status/1744945047685288348;Neutral
Wed Jan 10 04:39:22 +0000 2024;1,74494E+18;Presiden Jokowi memiliki usulan agar format debat Pemilihan Presiden 2024 diubah, setelah menyaksikan debat ketiga pada Minggu lalu, dipertanyakan.  https://t.co/yoJc5e8BzH https://t.co/GeR3rSjgMo;0;0;0;0;in;1,2978E+18;1,74494E+18;MediaNawacita;https://twitter.com/MediaNawacita/status/1744941981632254151;Neutral
Wed Jan 10 04:38:01 +0000 2024;1,74494E+18;dalam debat calon presiden peserta Pemilihan Umum Presiden dan Wakil Presiden 2024-2029 di Istora Senayan, Jakarta, Minggu (7/1/2024). #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto;0;1;0;0;in;1,61503E+18;1,74494E+18;Ninaang06470572;https://twitter.com/Ninaang06470572/status/1744941643063795865;Neutral
Wed Jan 10 04:21:40 +0000 2024;1,74494E+18;Pengamat politik Ray Rangkuti menilai komentar Presiden Joko Widodo (Jokowi) terkait debat  ketiga pemilihan presiden (pilpres) yang digelar Minggu (7/1/2024) tidak  tepat dan kurang etis. &lt  #Jokowi #DebatCapres  https://t.co/jOBNkrDC12;0;0;0;1;in;23343960;1,74494E+18;kompascom;https://twitter.com/kompascom/status/1744937525846876461;Negative
Wed Jan 10 04:12:38 +0000 2024;1,74494E+18;dalam debat calon presiden peserta Pemilihan Umum Presiden dan Wakil Presiden 2024-2029 di Istora Senayan, Jakarta, Minggu (7/1/2024). #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto;0;1;0;0;in;1,61523E+18;1,74494E+18;erick140451997;https://twitter.com/erick140451997/status/1744935251770749091;Neutral
Wed Jan 10 04:02:26 +0000 2024;1,74493E+18;ANIES, PRABOWO ATAU GANJAR?  Saya mengikut rapat perkembangan debat pilihan raya umum Presiden Indonesia 2024 yang menampilkan tiga calon presiden, iaitu Anies Baswedan, Prabowo Subianto, dan Ganjar Pranowo bersama wakil yang mengiringi mereka dalam pemilihan umum Presiden…;12;12;86;294;in;7,8604E+17;1,74493E+18;drzul_albakri;https://twitter.com/drzul_albakri/status/1744932686379258306;Neutral
Wed Jan 10 02:59:48 +0000 2024;1,74492E+18;Ketua Komisi Pemilihan Umum Hasyim Asy'ari merespons kritik Presiden Joko Widodo (Jokowi) soal debat ketiga Pilpres 2024 yang dinilai tidak edukatif karena banyak serangan yang bersifat personal. Hasyim menegaskan pihak penyelenggara dan tidak berwenang untuk menilai substansi…;0;0;0;0;in;1,18369E+18;1,74492E+18;gemaposID;https://twitter.com/gemaposID/status/1744916923899637877;Negative
Wed Jan 10 02:35:41 +0000 2024;1,74491E+18;Ketua DPP Partai Demokrasi Indonesia Perjuangan (PDIP) Puan Maharani bersalaman dan berbincang dengan calon presiden nomor urut 1, Anies Baswedan, usai mengikuti debat ketiga yang diselenggarakan oleh Komisi Pemilihan Umum (KPU) di Jakarta, Ahad, 7 Januari 2024.  #TempoHeadliner… https://t.co/GpwBD9dHzS;3;4;2;24;in;18129942;1,74491E+18;tempodotco;https://twitter.com/tempodotco/status/1744910853730898050;Positive
Tue Jan 09 14:53:32 +0000 2024;1,74473E+18;Komisi Pemilihan Umum (KPU) telah selesai menggelar acara debat ketiga calon presiden (capres) di Istora Senayan pada Minggu, 7 Januari 2024 pukul 19.00 WIB. https://t.co/utPnuFkv1k;0;1;0;1;in;2479106588;1,74473E+18;kominfobogor;https://twitter.com/kominfobogor/status/1744734155072757785;Neutral
Tue Jan 09 14:06:50 +0000 2024;1,74472E+18;Tanggapan Presiden Joko Widodo terkait debat ketiga Pemilihan Presiden (Pilpres) 2024 yang menuduh menyerang secara personal menuai kritik. Adalah Calon Presiden (Capres) Nomor Urut 2 Anies Baswedan merasa heran terhadap penilaian Jokowi itu. Selengkapnya https://t.co/ZAbqGG6kkF;0;0;0;1;in;1,16986E+18;1,74472E+18;theiconomic;https://twitter.com/theiconomic/status/1744722401785778413;Neutral
Tue Jan 09 12:47:34 +0000 2024;1,7447E+18;Jokowi turut menyoroti jalannya debat ketiga capres-cawapres untuk Pemilihan Presiden (Pilpres) 2024. Komentar ini pun dipertanyakan sejumlah pihak. https://t.co/B5N2v6xXwc;0;0;0;1;in;23343960;1,7447E+18;kompascom;https://twitter.com/kompascom/status/1744702452606349822;Positive
Tue Jan 09 12:41:08 +0000 2024;1,7447E+18;Wakil Ketua Dewan Pengarah Tim Kampanye Nasional (TKN) Prabowo-Gibran, Zulkifli Hasan, mengusulkan agar debat terakhir atau debat kelima Pemilihan  Presiden (Pilpres) 2024 menghadirkan capres dan cawapres secara bersama. &lt  #DebatCapres #ZulkifliHasan  https://t.co/GeXxitPuns;0;4;0;0;in;23343960;1,7447E+18;kompascom;https://twitter.com/kompascom/status/1744700835949576342;Positive
Tue Jan 09 12:13:52 +0000 2024;1,74469E+18;Calon presiden nomor urut 3 Ganjar Pranowo mengaku heran dengan pernyataan Presiden Joko Widodo yang menyebut debat ketiga pemilihan presiden (pilpres) pada Minggu (7/1/2024) tidak edukatif. &lt  #GanjarPranowo #GanjarMahfud #Pemilu2024KCM #JernihMemilih  https://t.co/4HbiLoOebQ;6;35;56;177;in;23343960;1,74469E+18;kompascom;https://twitter.com/kompascom/status/1744693973913112930;Negative
Tue Jan 09 12:12:31 +0000 2024;1,74469E+18;🚨❌Ketua Komisi Pemilihan Umum (KPU) Hasyim Asy'ari tegas menyatakan pihaknya tidak akan merubah format debat Pilpres 2024, meskipun banyak desakan dari berbagai pihak termasuk Presiden Joko Widodo (@Jokowi). https://t.co/Mo1R599veF;0;1;0;0;in;46693036;1,74469E+18;inilahdotcom;https://twitter.com/inilahdotcom/status/1744693633000063359;Neutral
Tue Jan 09 11:07:43 +0000 2024;1,74468E+18;Memberikan nilai terhadap ketiga pasangan calon presiden (capres) dalam debat ketiga Pemilihan Presiden atau Pilpres 2024 yang digelar di Istora Senayan, Minggu, 7 Januari 2024 kemarin. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto;0;1;0;0;in;8,03143E+17;1,74468E+18;inang_hasiholan;https://twitter.com/inang_hasiholan/status/1744677324153573631;Neutral
Tue Jan 09 10:49:54 +0000 2024;1,74467E+18;Hal itu disampaikan Mahfud menanggapi data pertahanan negara yang menjadi polemik usai pelaksanaan debat ketiga pemilihan presiden (pilpres) yang digelar pada Minggu (7/1/2024) lalu.;0;0;0;0;in;1,36028E+18;1,74467E+18;WongKEDU_;https://twitter.com/WongKEDU_/status/1744672841373786580;Neutral
Tue Jan 09 10:23:47 +0000 2024;1,74467E+18;Memberikan nilai terhadap ketiga pasangan calon presiden (capres) dalam debat ketiga Pemilihan Presiden atau Pilpres 2024 yang digelar di Istora Senayan, Minggu, 7 Januari 2024 kemarin. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto;0;1;0;0;in;2428768339;1,74467E+18;Rizwariryb;https://twitter.com/Rizwariryb/status/1744666269876719904;Neutral
Tue Jan 09 10:17:02 +0000 2024;1,74466E+18;Catatan Debat Capres Ketiga, Pemilihan Presiden Siudah Selesai : Prabowo  -  Gibran Presiden dan Wakil Presiden Indonesia 2024 https://t.co/eCcBXDMETx  @KPU_ID  @prabowo;0;0;0;0;in;1,48345E+18;1,74466E+18;eveertth;https://twitter.com/eveertth/status/1744664569736540244;Neutral
Tue Jan 09 09:36:38 +0000 2024;1,74465E+18;Presiden  Joko Widodo meminta Komisi Pemilihan Umum mengubah format debat Pilpres 2024. https://t.co/PGrOXucxhG;115;120;40;319;in;8,29367E+17;1,74465E+18;asumsico;https://twitter.com/asumsico/status/1744654402382893166;Positive
Tue Jan 09 09:34:27 +0000 2024;1,74465E+18;dalam debat calon presiden peserta Pemilihan Umum Presiden dan Wakil Presiden 2024-2029 di Istora Senayan, Jakarta, Minggu (7/1/2024). #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto;0;1;0;0;in;2924426972;1,74465E+18;acurtis2346;https://twitter.com/acurtis2346/status/1744653854472585231;Neutral
Tue Jan 09 09:04:12 +0000 2024;1,74465E+18;dalam debat calon presiden peserta Pemilihan Umum Presiden dan Wakil Presiden 2024-2029 di Istora Senayan, Jakarta, Minggu (7/1/2024).  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;0;0;0;0;in;246449701;1,74465E+18;HeryWP;https://twitter.com/HeryWP/status/1744646240342851938;Neutral
Tue Jan 09 09:03:20 +0000 2024;1,74465E+18;Perbedaan karakteristik komunikasi tiga calon presiden semakin terlihat dalam debat capres di Pemilihan Umum 2024, yang digelar di Jakarta, Minggu (7/1/2024) malam.   Hal ini terlihat saat mereka menyampaikan dan mempertahankan gagasan ataupun ketika menjawab dan mengkritisi… https://t.co/xjfMX9Q45D;0;0;1;1;in;55507370;1,74465E+18;tvOneNews;https://twitter.com/tvOneNews/status/1744646021060440292;Neutral
Tue Jan 09 08:58:50 +0000 2024;1,74464E+18;dalam debat calon presiden peserta Pemilihan Umum Presiden dan Wakil Presiden 2024-2029 di Istora Senayan, Jakarta, Minggu (7/1/2024)  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;0;0;0;0;in;246449701;1,74464E+18;HeryWP;https://twitter.com/HeryWP/status/1744644892608049609;Neutral
Tue Jan 09 07:11:18 +0000 2024;1,74462E+18;Sikap capres nomor 2 Prabowo Subianto diapresisi karena tidak terpancing capres lain untuk membuka data pertahanan Indonesia saat debat calon presiden (capres) Pemilihan Presiden atau Pilpres 2024 https://t.co/gufbsCUOpp Prabowo #NegarawanSejati https://t.co/kxq76itd8A;0;0;5;3;in;1,08569E+18;1,74462E+18;putrilalak;https://twitter.com/putrilalak/status/1744617829746544913;Positive
Tue Jan 09 06:41:59 +0000 2024;1,74461E+18;dalam debat calon presiden peserta Pemilihan Umum Presiden dan Wakil Presiden 2024-2029 di Istora Senayan, Jakarta, Minggu (7/1/2024).  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;0;1;0;0;in;3655312633;1,74461E+18;manaf_ramli;https://twitter.com/manaf_ramli/status/1744610453131776143;Positive
Tue Jan 09 05:52:12 +0000 2024;1,7446E+18;Viral video capres nomor urut satu Anies Baswedan diteriaki dengan umpatan 'B*****t' di tengah debat ketiga Pemilihan Presiden (Pilpres) 2024.  Anies mengaku belum melihat video viral tersebut. Namun Anies menekankan soal menjaga etika yang menjadi sangat penting.  Download… https://t.co/AXXct6WvCn;2;22;176;452;in;57261519;1,7446E+18;Metro_TV;https://twitter.com/Metro_TV/status/1744597921239384085;Negative
